mbid,day,mentions
f5d125a0-e578-4a33-b026-4527a7682e66,2015-04-12,1.0
f5d125a0-e578-4a33-b026-4527a7682e66,2015-04-14,2.0
f5d125a0-e578-4a33-b026-4527a7682e66,2015-04-16,3.0
f5d125a0-e578-4a33-b026-4527a7682e66,2015-04-13,1.0
f5d125a0-e578-4a33-b026-4527a7682e66,2015-04-17,2.0
2ed7f8d6-ed64-47cd-a99e-a04aa645b195,2015-04-15,1.0
2ed7f8d6-ed64-47cd-a99e-a04aa645b195,2015-04-14,1.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-13,2.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-10,1.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-09,1.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-12,1.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-14,1.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-16,4.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-15,2.0
e4b47f0a-8048-461d-82a0-a192d403d787,2015-04-17,1.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-07,3.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-08,6.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-14,11.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-16,11.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-10,3.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-09,9.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-11,6.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-15,11.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-12,10.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-13,9.0
8db1b2a8-3b63-4dff-8e2e-2ecaf61c1748,2015-04-17,7.0
d5c6515c-cfed-4e39-b142-a5beafffa75e,2015-04-09,2.0
d5c6515c-cfed-4e39-b142-a5beafffa75e,2015-04-08,2.0
d5c6515c-cfed-4e39-b142-a5beafffa75e,2015-04-15,2.0
d5c6515c-cfed-4e39-b142-a5beafffa75e,2015-04-14,2.0
d5c6515c-cfed-4e39-b142-a5beafffa75e,2015-04-17,4.0
d5c6515c-cfed-4e39-b142-a5beafffa75e,2015-04-16,3.0
00489b13-99b0-4159-9b29-31d199926a5e,2015-04-09,1.0
00489b13-99b0-4159-9b29-31d199926a5e,2015-04-14,1.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-08,4.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-11,4.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-09,2.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-10,1.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-12,4.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-16,6.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-17,4.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-14,2.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-13,1.0
46c969fb-79e0-4f84-9d42-bc674beb665a,2015-04-15,3.0
1f1a6e40-882a-46aa-ab69-6707939380c0,2015-04-14,21.0
1f1a6e40-882a-46aa-ab69-6707939380c0,2015-04-16,1.0
1f1a6e40-882a-46aa-ab69-6707939380c0,2015-04-15,2.0
1f1a6e40-882a-46aa-ab69-6707939380c0,2015-04-17,1.0
3bfc05a0-0ba5-4de2-aef9-32189ad36f25,2015-04-08,1.0
3bfc05a0-0ba5-4de2-aef9-32189ad36f25,2015-04-09,1.0
3bfc05a0-0ba5-4de2-aef9-32189ad36f25,2015-04-07,1.0
3bfc05a0-0ba5-4de2-aef9-32189ad36f25,2015-04-11,1.0
3bfc05a0-0ba5-4de2-aef9-32189ad36f25,2015-04-14,1.0
3bfc05a0-0ba5-4de2-aef9-32189ad36f25,2015-04-16,1.0
3bfc05a0-0ba5-4de2-aef9-32189ad36f25,2015-04-12,1.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-08,2.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-09,6.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-10,4.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-12,1.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-13,5.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-11,4.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-14,10.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-15,5.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-16,8.0
28b1d132-78c0-4943-a328-422701657a0d,2015-04-17,8.0
d59e6cfc-34fb-4652-898d-e23851725f09,2015-04-14,1.0
82033a9f-745c-48ae-94f4-d94f0f6f3673,2015-04-14,1.0
e2023d1e-9429-4ff3-8b8a-c27d0411675d,2015-04-14,1.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-07,4.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-08,6.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-11,9.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-10,3.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-09,13.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-12,1.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-13,6.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-14,8.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-15,14.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-16,22.0
114005f0-7413-44df-b38f-38d340f5aa6a,2015-04-17,10.0
363f08ee-da11-452b-ae71-d57283469ce8,2015-04-15,4.0
363f08ee-da11-452b-ae71-d57283469ce8,2015-04-14,1.0
fa913d61-8bbb-41f0-bb9b-bd6c211ffa54,2015-04-14,1.0
fa913d61-8bbb-41f0-bb9b-bd6c211ffa54,2015-04-15,1.0
b1e41454-5d6b-448a-a431-c7765b6e9bee,2015-04-14,1.0
a2098a07-e68a-4e8b-9f11-8bc14c93a5ee,2015-04-12,1.0
a2098a07-e68a-4e8b-9f11-8bc14c93a5ee,2015-04-14,1.0
a2098a07-e68a-4e8b-9f11-8bc14c93a5ee,2015-04-09,1.0
a2098a07-e68a-4e8b-9f11-8bc14c93a5ee,2015-04-16,2.0
16e08deb-aafd-459f-ba54-572fedeb99f0,2015-04-14,1.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-15,2.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-08,1.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-13,2.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-12,1.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-11,1.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-14,2.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-17,2.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-10,2.0
f8fbe75f-1443-4c56-8237-3414c7d09f25,2015-04-16,2.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-07,3.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-08,17.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-09,16.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-10,12.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-11,10.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-12,11.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-14,11.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-13,18.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-15,30.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-16,39.0
ef222846-2092-4929-8612-558ba9dae2de,2015-04-17,24.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-09,1.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-15,1.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-08,1.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-10,1.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-07,1.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-11,1.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-14,1.0
9b5de8ac-086d-4737-b270-6016f617ae5d,2015-04-17,1.0
97f570c5-d21a-472c-882c-784202a5d0f4,2015-04-14,3.0
97f570c5-d21a-472c-882c-784202a5d0f4,2015-04-17,1.0
bfc5efb1-da58-4881-8c70-c7f37c00747a,2015-04-14,3.0
bfc5efb1-da58-4881-8c70-c7f37c00747a,2015-04-15,2.0
bfc5efb1-da58-4881-8c70-c7f37c00747a,2015-04-16,1.0
bfc5efb1-da58-4881-8c70-c7f37c00747a,2015-04-17,1.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-08,3.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-10,3.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-12,3.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-13,2.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-14,2.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-15,3.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-16,3.0
d1729852-4951-4af3-9f89-50aaf2520f43,2015-04-17,2.0
7839b9d5-eccd-4242-b31c-25491f9d1361,2015-04-14,6.0
7839b9d5-eccd-4242-b31c-25491f9d1361,2015-04-16,2.0
7839b9d5-eccd-4242-b31c-25491f9d1361,2015-04-15,2.0
cdd88a09-c11a-42d6-92be-95bc7d160d85,2015-04-14,1.0
2fbbc257-f5b5-41e1-bcd0-1f003617bd77,2015-04-12,1.0
2fbbc257-f5b5-41e1-bcd0-1f003617bd77,2015-04-14,1.0
350d372e-7207-4b95-9af9-41814f822faa,2015-04-11,1.0
350d372e-7207-4b95-9af9-41814f822faa,2015-04-15,1.0
350d372e-7207-4b95-9af9-41814f822faa,2015-04-12,1.0
350d372e-7207-4b95-9af9-41814f822faa,2015-04-09,1.0
350d372e-7207-4b95-9af9-41814f822faa,2015-04-13,1.0
350d372e-7207-4b95-9af9-41814f822faa,2015-04-14,1.0
350d372e-7207-4b95-9af9-41814f822faa,2015-04-08,1.0
e0662e53-bdd4-4cbe-9658-29efc8b8d096,2015-04-14,1.0
fe708bd1-65fb-4056-928e-430cccd791f9,2015-04-14,1.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-11,7.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-15,8.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-13,8.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-16,16.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-10,6.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-07,2.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-17,6.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-08,11.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-09,9.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-12,6.0
07415d56-2965-4ee8-a688-5b30ace0e7f8,2015-04-14,8.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-14,2.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-08,2.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-13,1.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-16,2.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-09,1.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-10,2.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-12,2.0
9bb222da-fc3f-4c90-8f02-dc05263dde7e,2015-04-15,2.0
a1a1784f-e190-477e-8d3e-8e5f01cb8739,2015-04-10,1.0
a1a1784f-e190-477e-8d3e-8e5f01cb8739,2015-04-12,1.0
a1a1784f-e190-477e-8d3e-8e5f01cb8739,2015-04-14,1.0
08f173c1-913c-44a8-bed0-caf46015cda2,2015-04-10,1.0
08f173c1-913c-44a8-bed0-caf46015cda2,2015-04-14,2.0
08f173c1-913c-44a8-bed0-caf46015cda2,2015-04-16,1.0
08f173c1-913c-44a8-bed0-caf46015cda2,2015-04-15,1.0
4dff47ff-dc7c-4000-9c42-de3ddf04209b,2015-04-16,1.0
4dff47ff-dc7c-4000-9c42-de3ddf04209b,2015-04-14,2.0
587c20e1-a7ef-4738-b779-6f534e8e08f7,2015-04-14,1.0
d57080cd-8356-4041-bb05-7577ba22bbb6,2015-04-14,1.0
d57080cd-8356-4041-bb05-7577ba22bbb6,2015-04-10,1.0
f215047a-ed4b-4632-8f4b-939f55564b3e,2015-04-12,1.0
f215047a-ed4b-4632-8f4b-939f55564b3e,2015-04-14,1.0
f215047a-ed4b-4632-8f4b-939f55564b3e,2015-04-09,1.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-08,6.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-09,5.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-11,1.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-10,6.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-13,9.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-12,4.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-14,6.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-15,15.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-16,17.0
93495df7-9015-4ff1-a382-2fb47eea4baf,2015-04-17,11.0
52a8c592-13e9-4f47-9599-12c47ea0eab0,2015-04-15,1.0
52a8c592-13e9-4f47-9599-12c47ea0eab0,2015-04-12,1.0
52a8c592-13e9-4f47-9599-12c47ea0eab0,2015-04-14,1.0
52a8c592-13e9-4f47-9599-12c47ea0eab0,2015-04-16,2.0
afbe2228-7aa6-41f6-90c5-523aee2d083e,2015-04-08,1.0
afbe2228-7aa6-41f6-90c5-523aee2d083e,2015-04-14,1.0
afbe2228-7aa6-41f6-90c5-523aee2d083e,2015-04-09,1.0
87ba6c46-bf05-43ea-adfd-5a9f924db453,2015-04-12,1.0
87ba6c46-bf05-43ea-adfd-5a9f924db453,2015-04-08,1.0
87ba6c46-bf05-43ea-adfd-5a9f924db453,2015-04-16,4.0
87ba6c46-bf05-43ea-adfd-5a9f924db453,2015-04-14,2.0
87ba6c46-bf05-43ea-adfd-5a9f924db453,2015-04-15,1.0
87ba6c46-bf05-43ea-adfd-5a9f924db453,2015-04-17,3.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-07,2.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-08,4.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-10,4.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-09,4.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-11,2.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-13,1.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-14,2.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-15,6.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-16,13.0
f3a870a2-694b-479e-8b1b-1b881c645597,2015-04-17,5.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-09,24.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-10,19.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-12,17.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-15,44.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-07,4.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-17,47.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-08,24.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-11,11.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-13,26.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-14,25.0
fb87831d-3900-433b-8758-07879b2b5e8e,2015-04-16,76.0
69288640-ac3b-4183-9394-0310873f3aab,2015-04-14,1.0
573e30cc-8052-4c6f-b03d-316e4a25afa6,2015-04-14,2.0
573e30cc-8052-4c6f-b03d-316e4a25afa6,2015-04-08,1.0
573e30cc-8052-4c6f-b03d-316e4a25afa6,2015-04-17,1.0
573e30cc-8052-4c6f-b03d-316e4a25afa6,2015-04-12,2.0
0111319a-e8e0-47c5-a38e-deb11c170852,2015-04-14,1.0
0111319a-e8e0-47c5-a38e-deb11c170852,2015-04-13,2.0
80eb7903-62cc-419f-ae62-8aaba0836269,2015-04-14,2.0
80eb7903-62cc-419f-ae62-8aaba0836269,2015-04-12,1.0
80eb7903-62cc-419f-ae62-8aaba0836269,2015-04-08,2.0
485c9f24-d738-4786-b590-f83865becd74,2015-04-14,2.0
485c9f24-d738-4786-b590-f83865becd74,2015-04-16,3.0
485c9f24-d738-4786-b590-f83865becd74,2015-04-17,1.0
91ea204b-3089-44ee-a854-983cd06eabdd,2015-04-14,1.0
91ea204b-3089-44ee-a854-983cd06eabdd,2015-04-17,1.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-12,7.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-09,4.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-08,3.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-10,5.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-11,2.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-07,1.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-13,2.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-15,7.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-14,5.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-17,6.0
71b41b87-a2a6-47c2-9589-5d834aa4fb9e,2015-04-16,9.0
5b2ff3cd-28c4-4a3b-a350-a4b8d3dedff8,2015-04-10,1.0
5b2ff3cd-28c4-4a3b-a350-a4b8d3dedff8,2015-04-08,1.0
5b2ff3cd-28c4-4a3b-a350-a4b8d3dedff8,2015-04-09,1.0
5b2ff3cd-28c4-4a3b-a350-a4b8d3dedff8,2015-04-13,1.0
5b2ff3cd-28c4-4a3b-a350-a4b8d3dedff8,2015-04-14,2.0
5b2ff3cd-28c4-4a3b-a350-a4b8d3dedff8,2015-04-15,1.0
3bfc55f6-1a5b-4597-afaa-16dabdd37a7b,2015-04-14,1.0
839b45a0-636a-4579-af04-92134d335056,2015-04-09,1.0
839b45a0-636a-4579-af04-92134d335056,2015-04-10,1.0
839b45a0-636a-4579-af04-92134d335056,2015-04-11,1.0
839b45a0-636a-4579-af04-92134d335056,2015-04-14,1.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-10,3.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-14,3.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-11,3.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-13,2.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-17,6.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-08,6.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-15,7.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-12,3.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-09,3.0
21842c0b-b4ac-4418-878c-4f377032f0fe,2015-04-16,6.0
01817ed9-22b7-4ebc-bdf4-42f6ef578169,2015-04-12,1.0
01817ed9-22b7-4ebc-bdf4-42f6ef578169,2015-04-10,1.0
01817ed9-22b7-4ebc-bdf4-42f6ef578169,2015-04-11,3.0
01817ed9-22b7-4ebc-bdf4-42f6ef578169,2015-04-14,2.0
01817ed9-22b7-4ebc-bdf4-42f6ef578169,2015-04-15,2.0
01817ed9-22b7-4ebc-bdf4-42f6ef578169,2015-04-16,2.0
01817ed9-22b7-4ebc-bdf4-42f6ef578169,2015-04-17,1.0
ac4ed674-6119-413e-9148-afcfb20fce0a,2015-04-17,1.0
ac4ed674-6119-413e-9148-afcfb20fce0a,2015-04-14,2.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-08,3.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-10,4.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-07,2.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-12,2.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-11,5.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-15,5.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-13,4.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-14,2.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-17,4.0
bdd8d3d1-50de-417c-8293-3abb7ce2dc98,2015-04-16,4.0
176867d4-820a-4e35-a416-3d1f7d70d848,2015-04-09,2.0
176867d4-820a-4e35-a416-3d1f7d70d848,2015-04-11,1.0
176867d4-820a-4e35-a416-3d1f7d70d848,2015-04-12,1.0
176867d4-820a-4e35-a416-3d1f7d70d848,2015-04-14,1.0
f1b7baeb-65ea-4b11-b02a-a9db888557e8,2015-04-13,1.0
f1b7baeb-65ea-4b11-b02a-a9db888557e8,2015-04-08,1.0
f1b7baeb-65ea-4b11-b02a-a9db888557e8,2015-04-15,1.0
f1b7baeb-65ea-4b11-b02a-a9db888557e8,2015-04-14,1.0
cfa14a7e-d10a-4b10-9194-e2fdbc149d19,2015-04-14,1.0
7031e7d8-f1be-4f90-83eb-055393ddd869,2015-04-14,1.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-07,2.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-08,11.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-09,8.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-10,8.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-13,5.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-11,5.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-12,2.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-14,2.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-15,7.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-16,12.0
43a8d041-d666-4b14-807a-5ac0df35a69a,2015-04-17,9.0
d5e54e0b-5619-4ccf-bb64-a296b98ee858,2015-04-14,1.0
fec6578d-a695-4ad3-a255-f9eafa2d51fa,2015-04-16,2.0
fec6578d-a695-4ad3-a255-f9eafa2d51fa,2015-04-09,1.0
fec6578d-a695-4ad3-a255-f9eafa2d51fa,2015-04-08,3.0
fec6578d-a695-4ad3-a255-f9eafa2d51fa,2015-04-14,1.0
fec6578d-a695-4ad3-a255-f9eafa2d51fa,2015-04-17,1.0
e34c2ece-e4ac-4236-81db-4e1c1dc6789b,2015-04-14,1.0
e34c2ece-e4ac-4236-81db-4e1c1dc6789b,2015-04-15,1.0
e34c2ece-e4ac-4236-81db-4e1c1dc6789b,2015-04-17,1.0
431f3ebd-f5b9-4040-ae98-197a9e81b3d7,2015-04-14,2.0
431f3ebd-f5b9-4040-ae98-197a9e81b3d7,2015-04-10,1.0
a397267b-5c52-4178-8bdc-a8286a50ecc1,2015-04-07,1.0
a397267b-5c52-4178-8bdc-a8286a50ecc1,2015-04-14,2.0
a397267b-5c52-4178-8bdc-a8286a50ecc1,2015-04-15,1.0
a397267b-5c52-4178-8bdc-a8286a50ecc1,2015-04-08,1.0
a2d812e7-8632-4073-8842-9e934654f528,2015-04-16,1.0
a2d812e7-8632-4073-8842-9e934654f528,2015-04-14,1.0
d1036914-29fa-47a0-a93a-add594d52f60,2015-04-14,6.0
d1036914-29fa-47a0-a93a-add594d52f60,2015-04-17,2.0
d1036914-29fa-47a0-a93a-add594d52f60,2015-04-09,1.0
d1036914-29fa-47a0-a93a-add594d52f60,2015-04-15,6.0
d1036914-29fa-47a0-a93a-add594d52f60,2015-04-16,6.0
d1036914-29fa-47a0-a93a-add594d52f60,2015-04-13,3.0
7a7bc35c-c49c-408b-a860-23a8cfef6d43,2015-04-10,1.0
7a7bc35c-c49c-408b-a860-23a8cfef6d43,2015-04-15,2.0
7a7bc35c-c49c-408b-a860-23a8cfef6d43,2015-04-14,2.0
7a7bc35c-c49c-408b-a860-23a8cfef6d43,2015-04-13,2.0
7a7bc35c-c49c-408b-a860-23a8cfef6d43,2015-04-08,1.0
7a7bc35c-c49c-408b-a860-23a8cfef6d43,2015-04-09,1.0
7a7bc35c-c49c-408b-a860-23a8cfef6d43,2015-04-16,2.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-11,1.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-10,1.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-08,4.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-09,1.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-12,4.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-14,1.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-15,2.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-16,4.0
01a79e0a-bb36-4353-ae0b-c18c17158693,2015-04-17,3.0
880f2b52-ab2d-4179-bda7-fd53c5e1497f,2015-04-14,1.0
98993b40-cdea-4d3a-866c-69ef650ae57f,2015-04-09,1.0
98993b40-cdea-4d3a-866c-69ef650ae57f,2015-04-08,1.0
98993b40-cdea-4d3a-866c-69ef650ae57f,2015-04-14,1.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-07,3.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-08,6.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-09,5.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-10,3.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-11,5.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-12,7.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-14,6.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-13,4.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-15,7.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-16,9.0
7a3e8796-a0b3-4999-b268-4e2d47912e3c,2015-04-17,1.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-07,1.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-08,3.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-10,1.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-09,2.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-13,1.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-11,2.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-12,4.0
4d91d05b-dbff-4954-8451-b4cd11f7cc07,2015-04-14,1.0
